episode,total_rewards
250,53.09634522943305
250,23.156909948173595
250,15.502201804252964
250,12.913627447329675
250,12.542822887644537
250,13.323257427757563
250,14.131895478817214
250,13.310550050430486
250,12.968374527167217
250,12.976499670281031
250,12.07213472195799
250,11.962881575278688
250,12.013075785731152
250,12.166247327485909
250,11.763020745055224
250,12.527771601172734
250,12.732614065724025
250,13.0552125649744
250,12.701773398945418
250,13.339560913422767
250,13.439723982971666
250,12.679362023822717
250,12.527515994158646
250,9.988936980444057
250,7.6158319448575895
250,6.628891089190991
250,5.723555028707059
250,5.0548268302199375
250,4.4416097949638935
250,3.9762914110369096
250,3.58896198194624
250,3.3026480922913795
250,3.0710693201177803
250,2.8635725978319537
250,2.66524729697721
250,2.4817052755357496
250,2.3568867068504082
250,2.2222216040897727
250,2.1735150350325294
250,2.181701164104245
250,2.166776663034928
250,2.1869060008079875
250,2.194594386143526
250,2.2036232174017627
250,2.230814100477846
250,2.227330231735974
250,2.215279331033967
250,2.2259347518547035
250,2.21122505639998
250,2.217618417480915
250,2.1975853360035793
250,2.181309731667232
250,2.158881071389442
250,2.1551555748117104
250,2.139241531323031
250,2.1436077052653264
250,2.1237507006449574
250,2.136632502073131
250,2.143821743750362
250,2.1476156078712276
250,2.1477483458281754
250,2.139114379824786
250,2.133972132271887
250,2.1223806015894136
250,2.1559982982118573
250,2.163815667179704
250,2.1618744590328127
250,2.170576235218021
250,2.182919569580804
250,2.175296348482848
250,2.1785250996338217
250,2.1674654885652704
250,2.13504531429144
250,2.148709373882673
250,2.1554697713499054
250,2.1478668648749353
250,2.1422379511619107
250,2.147464246229134
250,2.1354063740125135
250,2.1537562096427556
250,2.1438407098853953
250,2.151654995437339
250,2.132460832134272
250,2.1553870782625357
250,2.1451372947401564
250,2.158305963263858
250,2.181320145401582
250,2.1870096259076446
250,2.2000004649308154
250,2.209435761379267
250,2.175117046244706
250,2.16917814633127
250,2.1466314304606957
250,2.1512451246951803
250,2.1753745243236153
250,2.167956066852064
250,2.157652188497098
250,2.1642035384435996
250,2.156064537722696
250,2.1718145705579093
250,2.19638474484108
250,2.183105572991479
250,2.1611781350406702
250,2.169798983931425
250,2.131177559057405
250,2.102709086492406
250,2.0876513114827766
250,2.078905021232969
250,2.028971054937705
250,2.0414009442672123
250,2.046744633102828
250,2.058821504459558
250,2.067791887768924
250,2.0603866717156136
250,2.0626319539160867
250,2.062049830064455
250,2.077724511948888
250,2.0636338297648757
250,2.0633408234942676
250,2.0554093302615537
250,2.0622631579415756
250,2.0879817407847177
250,2.102150624260192
250,2.078618592474679
250,2.0845627782919482
250,2.0849874707548026
250,2.092495883633902
250,2.0652603528382327
250,2.053737044959707
250,2.0449625650055503
250,2.040100275061816
250,2.033623104903951
250,2.031246004230355
250,2.0365825140431504
250,2.0547447609255998
250,2.0502178616316042
250,2.0445230829295165
250,2.017028592255335
250,1.9967821237632015
250,2.010498913466353
250,2.0206214234213555
250,2.033427541008552
250,2.0386855228524694
250,2.023337325930767
250,2.051976424257659
250,2.0371057573417377
250,2.045774581313254
250,2.0537206713931817
250,2.050590550710723
250,2.054691201812503
250,2.0324446869712864
250,2.0438260428064274
250,2.048823305802829
250,2.04330695237125
250,2.0701173738060326
250,2.055119466676942
250,2.040003077351579
250,2.0566708277915664
250,2.0726723087815624
250,2.0666361702268055
250,2.080124256662611
250,2.076304771578911
250,2.086950075838528
250,2.0827985246047325
250,2.0642008119185062
250,2.0677204976626644
250,2.0421361114324212
250,2.0434016238799226
250,2.041603055828411
250,2.0517114145048074
250,2.056898631295924
250,2.063568049976249
250,2.05546298783339
250,2.060460045109495
250,2.097818716566819
250,2.110658989747439
250,2.1030504231106177
250,2.106225394100247
250,2.118100025908056
250,2.0947188317365266
250,2.0659774458303466
250,2.0814170959461786
250,2.0982395167650325
250,2.11894915294229
250,2.12747057308702
250,2.1119139009007255
250,2.1042671986612196
250,2.099256059030772
250,2.106393786554364
250,2.117922484101765
250,2.11090061424603
250,2.144150481317347
250,2.1625184224865466
250,2.1792007546207124
250,2.197662137508507
250,2.1763127216296088
250,2.178762032100081
250,2.1942297717108654
250,2.2139464364330514
250,2.2127684128549334
250,2.220883006931901
250,2.2195980909388524
250,2.201519476459864
250,2.189767074753451
250,2.156394811590109
250,2.172324672237867
250,2.1836036265152083
250,2.181097034757811
250,2.187615019085147
250,2.180758927899728
250,2.1706556443797034
250,2.16691162792578
250,2.1575438682744097
250,2.1813560123264923
250,2.164725248268587
250,2.1588790870766346
250,2.1693417078942883
250,2.1795061372928752
250,2.183745698960295
250,2.1822936095055248
250,2.1629846486476976
250,2.152358552986168
250,2.1747819454140833
250,2.1563446482633384
250,2.14287318935194
250,2.098035426688729
250,2.1062272806272384
250,2.095816931259643
250,2.1082094919625565
250,2.1054958534867207
250,2.1176249109001013
250,2.0890272827989906
250,2.0937730643493633
250,2.1220092270575104
250,2.1156417109692316
250,2.1009404638607854
250,2.1012842817877875
250,2.112191659023429
250,2.1150707676009692
250,2.1324865306896417
250,2.1330073987319285
250,2.1279275454127595
250,2.130965488835537
250,2.129417123640012
250,2.118296824844423
250,2.096424869115242
250,2.1116439593160083
250,2.120130590214723
250,2.121043297446762
250,2.140392925674455
250,2.1323700220551705
250,2.1197780883036126
250,2.123803830531567
250,2.118659511540723
250,2.146313884115568
250,2.136751218032175
250,2.1191400883633547
250,2.116391247108281
250,2.1061011994938035
250,2.12530379731327
250,2.1215447290376606
250,2.1094615435868156
250,2.1004518200058406
250,2.095304666750118
250,2.1061867218891046
250,2.089404808281922
250,2.084438224827199
250,2.095275155242727
250,2.093840869410522
250,2.0946946882827486
250,2.0746137230170585
250,2.058657473965209
250,2.0542302652653603
250,2.055634888641533
250,2.0768519589060817
250,2.087434590206689
250,2.0778483332795576
250,2.0762624487450907
250,2.0734041013973976
250,2.0753796960634343
250,2.068382769094106
250,2.069991007083835
250,2.045511812228088
250,2.0453656438683203
250,2.030888163807818
250,2.038672984723196
250,2.0216203279109988
250,2.0251003580751434
250,2.0137401505154733
250,2.0093804361799905
250,2.015482799920369
250,2.018572664241201
250,2.0417388400231773
250,2.0242662488391083
250,2.034624613707156
250,2.0316218884178157
250,2.0456959667849866
250,2.0282481815266915
250,2.013555758267285
250,2.0265118622184723
250,2.025359169795353
250,2.0294223415105708
250,2.0258333984321464
250,2.0261184290829717
250,2.0269993672979965
250,2.033997004767241
250,2.034653336266161
250,2.0387857228066752
250,2.0347033571663666
250,2.0359508279700287
250,2.0345168142216865
250,2.0521278086355617
250,2.0334820715408237
250,2.0273371565981546
250,2.0386367451308343
250,2.0127041817191516
250,2.027177133229811
250,2.025928402534903
250,2.0344598610529583
250,2.033975083546005
250,2.020723473927815
250,2.0207944173382772
250,2.021742937847201
250,2.0054882284956665
250,2.012282620882704
250,2.0138738009509516
250,2.0251994682681667
250,1.9908069511659245
250,2.017793765357861
